,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
174,0,1,9,156,0,4,0,0,0,7,1,4,41,18,77,369,86,0,4,0,273,0,2,3,3,0,31,7,75,5,0,82,491,0,0,5,8,28,0,0,3,0,0,1,998,15,48,1,0,0,0,2,0,4,4,4,20,23,1,138,66,0,8,0,0,24,7,11,5,1,2,0,1,33,0,110,15,17,0,14,0,6,0,0,4,0,104,1,0,1,30,0,1,126,47,1,7,8,0,0,0,0,644,0,91,0,1,4,0,1,0,0,1,2,30,16,0,219,59,80,10,2,3,1,604,13,12,3,50,0,24,1,12,0,217,4,78,6,0,0,0,0,2,4,0,431,3,0,5,2
175,0,73,0,115,1,8,0,3,69,5,6,1,5,7,2,26,4327,96,0,5,6,6,7,1,414,0,69,6,27,11,8,1,4,2,0,1,91,1,0,2,1,34,1,5,331,6,1,3,8,1,56,0,23,0,108,0,16,5,0,19,3,1,51,1,74,1,514,0,17,38,1,0,2,1,9,0,5,0,0,1,2,12,2,0,0,17,85,3,0,0,2,0,0,0,44,3,6,1,3,271,1,37,2,175,2,2,25,46,2,95,0,9,0,301,1,4,0,0,135,2,33,36,0,0,281,34,0,428,345,0,29,2,10,0,3,2,1,107,1,2,188,4,230,105,1,36,40,2,37,274
176,0,31,26,61,0,0,0,13,14,12,0,12,9,0,1,138,1,5,0,0,0,1,10,1,1,137,8374,9,47,191,2,4,292,0,40,13996,0,0,6,230,46,647,2,2,0,5411,1,1,6,78,0,2032,0,0,83,0,84,24,0,31,1,27,0,0,2,179,0,3,0,0,0,6,47,6055,1,20,28,69,0,0,4,1,0,1,26,6,2089,305,0,353,1,27,0,7,0,5,28,15,2000,402,1,6,167,0,266,0,7253,0,43,4,0,5365,0,21,902,104,0,7,411,4,6,0,0,26,1726,305,201,13,65,54435,41,2,743,0,1,0,1056,68,0,0,204,7,2,3,1,2771,0,9,1,314
177,42,213,23,0,20,5,2,12610,0,8,0,25,6,0,390,39,2,18,0,1,204,2,9924,0,0,7,5,19,0,0,0,22,465,0,5,0,0,350,1,3,0,13,4756,0,1099,790,656,1,1097,0,0,89,88204,1,38092,0,1540,0,0,0,128,3697,0,6,0,0,0,0,50,75,0,0,0,15,0,6,0,18,0,0,4,0,3,10,88896,45,0,1488,1291,0,43,0,0,2,2,6,35,661,0,5760,0,1,110,308,0,712,492,0,179,140,17,2,0,0,27,8,2,46,1,2,7,0,3,1,1,27,7,6,1,3,21,1013,0,1226,94,0,134,16,197,0,31,32,3,4,28,64502,134,0,0,55
178,5,6,0,682,0,63,0,6,18,5,0,1,0,12,33,1500,4,3502,4,42,486,35,24,1,52,0,3197,24,52,201,390,6,750,0,1262,2,273,0,34,55,1,0,0,0,9,812,2,0,6,1,6,1,3,77,15,1,0,2,0,0,3,3,0,35,267,0,17,0,143,0,40,0,179,0,3,11,284,366,0,34,0,2,0,0,4,5,0,124,951,3,151,9,0,3124,7,1,0,0,22,273,141,0,3,47,6,0,5,0,88,1,0,1,1,39,1420,0,0,9,64,0,0,32,0,610,409,1,4,50,1,0,0,5,4,8,0,66,15,0,477,2,6,0,0,0,23,238,125,1,8,44
179,1,5,59,21,0,28,51,4,18,39,7,43,9,32,25,69,84,8,1,1,5,9,1,0,3,16,38,9,30,9,95,100,13,1,6,4,70,337,1,5,2,33,2,5,50,15,75,111,2,59,2,6,13,1,8,2,33,239,0,4,103,8,35,6,2,5,46,24,16,5,0,0,19,5,0,31,8,16,0,9,0,52,1,3,1,10,82,57,7,1,50,0,0,22,15,0,51,4,0,214,1,4,17,50,7,10,19,28,1,9,15,20,7,36,108,44,0,145,319,94,20,303,1,1,17,8,13,397,18,0,37,21,109,27,375,0,101,98,0,5,36,1,44,27,7,26,27,1,9,381
180,9,7,6,0,5,2,20,0,3,0,0,1,0,1711,54,35,15,103,0,0,7,2,5,0,23,0,2,3,1,1,1,74,13,0,16,0,1,4,1,0,7,2,0,1,0,18,0,0,1,5,2,14,3,0,0,1,24,0,0,0,13,2,1,1,7,0,6,3,5,1105,3,0,0,24,0,55,0,12,0,1,0,6,0,1,0,0,248,13,178,1,7,0,0,21,2,0,5,23,0,23,2,42,2,34,0,3,5,6,0,89,1,0,2,0,31,1,0,58,0,3,55,0,0,2,1,0,0,0,141,0,0,7,33,1,0,109,357,0,0,0,1,2,1,42,0,28,80,0,44,14
181,0,1,4,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,8,1,1,0,2,3,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3,0,0,0,0,1,0,0,0,0,2,1,0,0,17,0,0,0,0,0,1,5,4,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,1,0,0,0,2,0,3,20,1,0,0,10,0,0,2,1,0,5,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2,0,2,0
182,2,1,1,32,0,4,0,6,0,0,0,0,4,1,0,24,0,0,2,0,24,0,0,0,11,0,12,0,3,2,3,2,0,0,0,14,29,6,0,0,7,12,0,2,3,9,2,2,3,2,0,1,18,0,6,0,23,0,0,2,15,1,7,0,1,0,0,0,8,5,0,0,0,11,0,5,1,22,0,0,0,75,2,6,0,9,1,1,0,0,71,0,3,1,0,1,4,2,3,79,4,6,2,0,2,0,6,0,5,5,0,2,0,3,3,0,0,2,24,3,2,15,0,2,13,2,2,2,0,0,9,0,12,1,4,0,0,8,0,4,20,0,13,12,0,1,2,0,2,19
183,1,26,0,6,0,540,4,1,0,1,0,0,0,17,25387,2,3,3,0,0,0,0,0,0,669,18,3,1,0,0,0,2,133,0,0,8,28,233,0,64,3,5,0,0,3,0,120,377,1,0,0,16,43,0,1,0,1,0,23,0,0,0,67,0,0,0,7,208,85,0,63,0,0,4,0,1,0,0,0,23,3,0,1,3,1,0,0,6,6,41,0,0,0,0,2,3,2,5,0,6,0,10,60,319,98,36,0,0,45,2,0,83,0,0,0,0,0,4,928,128,0,83,5,0,23,8,3,61,50,0,28,0,573,0,0,78,4,0,23,636,0,0,5,9,3,1,9,0,6,10
