,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
0,95853,96228,101907,102869,104727,118599,100872,95266,102176,93159,111163,89282,80417,114505,122909,104988,79024,87929,108573,99856,87663,105072,92906,118957,108541,101651,107980,109355,104078,102465,92506,101687,97698,111753,103996,98522,123806,95131,111814,88805,89649,111105,101360,97552,95954,82399,107319,107659,101801,86292,90613,106359,108643,98257,90170,110062,99383,104548,106321,84106,105262,105588,100870,98016,89805,76622,94170,117170,88150,105077,97699,98291,87180,107432,102648,105645,102381,96083,90103,97872,85805,114967,85730,92758,92692,100048,97949,81664,103302,91489,117110,90580,110893,104447,109897,106825,105181,102044,91775,103082,99932,92022,92843,105998,108348,102799,85707,109871,94640,95017,94436,99962,109641,110207,112018,90368,121813,94058,93034,96199,105828,105490,105057,105292,118217,102747,105309,96399,110578,106116,89176,90285,96482,106157,95805,111734,90154,128159,97248,116286,84270,92661,102987,102232,95587,102785,116159,108962,105489,102646
1,76246,97033,123096,100784,100261,110184,94919,88303,107685,112831,101751,111729,109905,93096,92923,107047,110631,81976,92802,110945,96633,89194,99703,102076,104574,110282,99665,99995,84991,95237,85351,94515,120247,103011,86234,81907,118556,116755,80549,97197,101599,88245,116005,117471,95948,112861,99476,95802,98678,102204,100303,106587,110339,95691,103183,105917,101088,108874,87969,113323,90826,100745,101634,94795,119047,110590,108008,91708,113669,94982,103553,102962,97167,114517,102350,121388,102829,105092,115020,106914,101478,120885,91881,111026,98642,108354,94981,87945,105479,106416,99858,92604,77988,90641,112602,106790,115304,69370,108905,92951,108092,100011,106355,116068,100262,110389,111728,92908,119714,80809,110029,92253,98966,97601,103152,90762,96793,108860,107490,116722,97270,88504,77232,101070,91783,87441,95451,94822,114308,96741,93023,93183,94855,107979,98242,117280,93985,103010,90347,105529,114136,97749,103802,85430,101868,99169,113547,95788,119527,102131
2,90836,98461,92140,104633,88293,90004,96403,81908,102597,107084,112405,85346,101789,96695,119437,96689,119493,107768,100204,103789,101365,95342,84430,100365,96082,84793,97974,121752,100768,99632,85667,97747,88318,85903,125244,85697,91162,111492,96368,102571,90335,101941,95879,107382,95508,111555,95581,99295,107434,84746,108734,76866,98491,91536,91850,111102,102831,93624,102782,99224,92654,100841,85004,101022,100928,71201,76480,114951,105628,88959,101841,100825,105869,89602,97667,95311,98873,106965,106010,116012,97227,118022,91097,98263,122808,106023,97288,97976,99416,97516,95339,75376,102483,90061,95231,109502,123253,110056,103446,110218,104446,98416,91849,111172,87408,112472,101273,108103,76546,95291,103339,96717,100336,94456,94686,89610,96669,102281,103419,89619,101920,106866,102064,122582,115506,104243,94127,93714,97492,101299,91136,103856,89981,106506,98335,113928,115417,110456,95128,103479,110446,104771,104161,98244,115663,108933,112946,81853,85716,113429
3,115301,116219,84236,93477,118021,98947,89575,96930,92618,98388,89061,102368,117590,110630,110936,90712,96667,75843,95322,93300,109061,85901,103724,126123,111492,95725,108249,89080,91648,83257,101329,110713,115034,85679,106432,91730,91782,85029,98301,104568,83046,121382,87197,100101,84732,109557,95085,101950,98774,95485,92653,108814,113608,102502,107856,115003,103632,102535,87312,101995,103325,99771,101728,105387,99831,108218,91499,70965,104932,115953,99279,102525,95658,100994,111626,100092,100608,100551,103208,110305,94733,84718,101417,104246,99877,105946,98170,113611,115637,113567,110357,94897,92522,120058,97307,75047,95026,90512,95628,120409,89768,113261,98565,88723,95931,103115,95267,84109,81610,100053,112964,94957,82265,110107,96015,98291,104539,92706,84419,101176,117670,94022,105357,97828,85334,107194,107553,110376,106200,85854,82660,79641,87785,91472,129362,87715,102433,104509,90350,110566,97213,100278,102140,96509,102218,98899,100853,113256,107346,99256
4,113927,103601,98191,94212,111390,87385,121355,119741,108698,101205,92765,106982,108161,91051,110308,95746,91398,83878,86570,100110,107838,96020,94449,102202,93889,92323,94165,95135,97874,108576,96819,100499,103930,107471,112165,79828,106199,108415,111916,96240,88442,101282,102545,90726,82766,115193,94477,94030,124624,96387,94880,103813,101886,108081,111653,120510,102473,107116,86368,110170,94327,70986,104219,102202,102511,97354,90299,101818,107458,92328,97323,84234,100299,106575,110187,99945,107538,93359,85873,98459,106306,99236,87322,80444,83589,110728,113895,88929,94064,109107,85365,108094,83081,92139,93115,106905,87277,99155,94015,108027,104773,112812,100894,96627,74746,97053,121206,102995,111654,97633,85541,96484,104106,99260,106604,77499,102826,91393,110863,90907,98333,97279,99490,105964,101607,80903,90881,101883,104244,87554,98971,94122,100142,96213,102874,80327,107554,101991,79394,100045,95198,102412,104703,90907,97297,114357,118710,86421,109923,107976
5,92072,102026,91363,92245,70849,99793,97626,115449,107195,103389,115524,108198,106175,115081,82365,105406,99325,92038,84379,86788,102783,96105,90789,103018,113387,104026,117262,94596,95697,88065,91667,83116,118622,111223,94455,82936,94272,106671,104807,93048,101688,92920,111653,96797,99035,99617,90903,104996,111087,97867,97237,101295,112507,79917,118235,107536,101040,97970,101495,99920,100493,92502,106044,98773,110654,88654,88285,103112,108424,109788,93172,83204,112132,108902,87776,84357,98799,110841,110655,97483,105732,85653,109833,99734,115808,101168,105235,100995,122180,100711,96298,106043,97181,101055,114530,105130,87474,74755,100423,108289,103209,94656,108135,85622,87132,103485,104557,105314,80737,94534,103098,102200,107716,100299,97645,94781,88330,87897,99022,107897,120829,101446,108837,116146,93153,108578,91592,87611,86207,100403,95178,94099,97557,94869,104135,102561,101838,117713,101150,100751,98116,97470,125801,93669,120902,91350,83410,83815,108181,92535
6,99240,116810,88026,86460,116269,102412,101700,96196,102023,99498,97532,116462,115299,105979,94768,108723,97442,103213,108757,114189,120333,96367,97585,97005,107768,107984,101563,83357,90485,90019,99570,110889,102297,108170,99169,79152,91655,79422,99104,97413,91593,96180,99714,94491,98627,105695,100939,102979,82068,115417,101469,95290,99421,97855,103827,110602,106346,96992,95659,98317,108736,84735,99262,101587,95479,112284,106797,94747,91382,103642,83485,83746,90282,101193,96193,95710,87463,103085,100355,97557,97081,81642,94645,93665,90696,105879,91040,86713,97610,92792,111999,101313,109574,105545,99935,112643,84964,104259,98555,101048,83946,118042,98737,106857,101118,88202,79227,100797,96901,104755,108022,103237,93153,95624,93255,102951,95866,109193,90258,90481,95291,105853,138324,95040,105389,93407,107892,119024,90115,102236,95792,88022,103391,106850,109635,94184,99338,99167,95913,93920,106286,103599,102813,96034,85984,89615,111658,104834,88811,106207
7,89172,96597,109308,93766,105175,95625,95989,95903,81721,105702,93388,86978,101176,111715,108501,82951,106783,113373,93949,111227,95679,115915,115885,106846,101360,89051,102582,108460,86184,89368,101341,107346,108530,100278,100313,87797,85485,100901,91570,106184,93905,101155,103549,110242,96301,113056,116860,86817,103192,103038,88206,82274,99124,98606,101767,99006,102731,91188,104193,100049,95265,90188,77441,84379,98577,113157,94377,103478,115621,93024,93630,96995,103353,105510,98993,114313,91019,93528,91040,88415,86091,102019,97428,106918,109381,115161,94418,102807,83296,110233,92169,104110,104644,100816,107783,89127,96887,108811,94226,89345,102513,108362,107639,104476,90862,116230,90284,112229,94350,113254,98433,99843,94240,100898,115541,94279,102311,95063,105482,90927,101422,103594,94724,88785,109901,94571,86576,84516,93045,105423,90266,101839,103498,79279,106623,85074,89426,93561,112207,97905,90456,106658,80070,92417,98254,118949,77187,106775,105530,91383
8,95489,87176,91700,104919,116228,111040,90474,107249,97910,79932,95343,87306,115636,107910,100742,105349,105974,115577,104599,85055,102958,87445,98430,109180,100693,112417,115934,106849,107753,104333,91392,109190,103840,109109,111183,116184,103583,94806,109487,93252,82758,99802,104031,93335,82954,93796,100068,101112,101878,98940,106112,93413,100798,92635,89546,106731,108744,92861,89646,100926,103794,105629,76634,114352,113602,100176,84038,104631,101026,91980,95620,92859,97337,113590,83734,106138,98820,103747,106421,112080,117350,114252,101499,97214,109801,106197,95777,98919,91357,112500,97795,99626,116965,109956,103999,80534,99979,104959,77419,101691,96829,114969,84268,107784,97410,90917,110144,115690,93610,111430,115922,108679,113451,113866,103460,98847,103042,94395,95080,110597,102226,112379,109600,101954,95396,98822,101207,99632,99257,108540,117414,106213,103011,93082,102094,105911,99104,90648,117260,91740,96229,92605,107223,118814,86807,90106,108292,110545,91708,113454
9,106843,113361,119359,99866,101939,88667,97054,92251,84728,92028,90918,115356,107828,97662,116954,106018,104836,111247,103137,85334,88844,113881,96574,83234,107586,93202,112819,92675,120586,96166,108866,93022,106162,104868,97870,102991,107533,106536,83842,104492,103414,100153,108715,93492,94678,103502,107078,103478,105883,98934,104454,99334,99950,102664,88239,94329,79911,108526,101664,98248,103575,100302,87014,87027,86359,93540,114707,112179,102089,93098,106048,87125,102923,107520,96222,107170,121505,120777,100608,80737,88780,92004,121721,93390,122038,95490,102705,82385,91792,87216,105744,86844,113282,102691,91865,93214,104893,101160,78602,89957,91545,94221,102665,100418,105238,85980,99333,94027,103323,78117,88781,97935,103245,94392,97719,104817,98543,112190,93668,90447,86805,100221,102315,111515,118222,96198,91144,109993,103023,103010,86826,93514,111291,102721,105653,108483,105373,95606,91644,94968,104069,99265,96797,84153,111372,95177,96298,105457,107867,111767
