,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
143,9,0,57,27,9,33,19,3,125,0,8,3159,1,1510,784,12,0,6,0,6,10,0,192,104,5,0,0,0,11,650,11,33,1,20,1,6,1,1060,20691,255,182,4,2,4,0,19,36,0,60,7,3,0,2,23,0,0,12,0,1,3,0,148,8,41,0,109,5,31,1,6,3,4,229,5,0,0,10,11,0,42,4,2,0,0,13,216,180,7,78,0,2,4,718,21,386,7,30,1,0,0,1,39,0,227,11,0,59,2,0,8,0,131,5,56,110,59,2,0,2,80,2,0,0,0,356,103,0,303,0,2,0,287,29,1,0,252,20,0,0,85,5,440,0,1,1735,35,0,31,440,73
144,0,0,0,0,0,0,0,0,1,2,0,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,22,0,3,30,0,4,0,0,1,1,0,0,17,0,0,3,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,1,0,3,16,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,3,11,0,1,1,0,1,0,0,2,0,1,2,5,0,3,6,30,0,0,0,0,0,1,0,0,0,24,0,17,3,16,0,0,0,0,8,0,16,114,0,0,0,0,0,1,0,2,0,2,1,1,0,0,1,11,11,9,0,0,1,0,0,0,171,9
145,1,12,58,25,0,12,1,14,33,0,252,792,1927,29,26,1,176,3,1,9,80,10,79,3,6,371,1,1,0,1536,31,25,0,122,16,3924,0,466,30,58,4,2,661,81,0,0,5,11,0,0,3,41,213,474,5,899,22,2,80,5,5,46,19,29,45,146,0,0,101,92,1,12,587,0,1,188,5,6,10,510,12,271,212,1,42,14585,10,82,47,0,235,0,24,35,0,2417,244,9,3,25,439,22,0,4,61,26,96,256,47,1,1,25,1534,141,3,10,0,331,4,2,142,7,217,1,8,376,30,0,296,0,2,0,4,1,250,42,3,432,4421,39,0,815,76,3,25,6,3,140,35,190
146,0,1,37,25,3,15,1,1,13,5,2,5,1,35,135,10,2,8,4,23,0,3,9,1,2,20,19,17,7,536,17,40,7,15,5,19,0,28,110,337,22,6,5,55,0,3,5,8,0,0,0,34,2,10,663,19,66,0,27,170,5,0,15,14,1,7,2,5,24,30,0,3,2,0,35,29,73,16,6,1,61,41,1,0,39,3,3,7,322,0,17,2,29,20,81,18,78,257,168,2,103,8,5,9,2,6,9,4,5,28,0,23,8,4,2,1,0,17,53,18,1,179,14,85,60,5,61,3,57,0,5,40,0,4,6,17,0,0,0,2,5,9,2,67,10,542,58,0,91,5
147,10,6,130,61,3,524,5,14,9,6,345,15,4,209,21,4,4,136,0,44,1,18,1025,22,20,4,21,3,12,84,15,19,13,291,1,104,0,163,45,59,9,4,0,3,0,67,13,1,45,1,21,56,3,3,0,295,20,0,502,12,10,6,38,13,14,17,0,17,96,474,1,1,175,1,48,12,7,0,53,35,44,315,3,0,2,58,74,171,60,0,1,2,10,4,21,0,8,50,8,56,9,1,0,4,5,23,3,10,3,14,4,179,5,2,28,7,1,1,5,16,25,1,75,20,7,11,130,19,9,11,428,5,1,20,73,0,4,0,3,60,10,364,5,6,616,48,140,0,82,2
148,0,328,0,2022,0,12,0,0,1,67,5,194,0,0,219,181,0,3,0,13,0,1130,0,344,0,0,0,22,1,1,13,29,0,291,0,11,1,0,0,1,270,0,1,36,0,224,33,0,18,0,4,1,1,8,15,3,18650,8659,16,4437,12,0,10,0,0,134,0,5,4,0,1,8,17,18,47,11,1,0,6,0,0,7,40,0,5,16,0,0,1,0,2,0,162,18,0,1046,708,1,0,0,1,2,1,46,46,37,130,2,0,25,1,0,114,1,0,0,0,2,0,0,569,3,10,199,2,0,2,20,83,0,0,5,0,0,0,2270,14,0,0,642,1,813,0,48,344,60,0,0,46,372
149,20,1,3,0,0,95,14,1,1,2,1,14,3,0,1,0,0,3,0,32,3,0,9,0,10,0,0,84,0,7,0,1,0,6,1,18,0,43,1,0,0,3,0,0,62,63,0,0,2,0,31,0,15,18,0,2,0,0,17,3,0,2,10,35,8,100,1,0,3,7,0,6,2,1,11,1,2,1,1,1,40,3,2,0,0,0,1,0,25,0,0,0,7,0,2,0,0,5,0,1,847,1,1,0,3,1,1,23,3,5,0,0,11,21,0,27,0,0,1,1,2,0,2,0,2,0,157,0,0,0,1,38,0,0,0,1,13,0,26,8,0,1147,0,1,24,0,0,0,23,5
150,2,41,0,13,4,5,86,0,295,0,5231,1,3,0,542,1,24,2,0,124,0,0,4,2,0,2,1,0,0,11,5,77,0,888,4,5,98,153,1,0,1,0,0,19,0,4,1,28,276,2,0,0,414,1,18,8,641,0,2,13,0,2,97,13,113,95,0,181,7,73,0,1,278,0,29,70,3,11,31,61,3,1738,3,8,1,63,4,6,3,0,7,0,49,1,2,0,3605,6,29,1,4,16,0,0,11,0,4,190,0,3,0,1,9,27,146,3,1,693,2,0,126,5,93,17,235,137,0,35,135,3,29,4,0,15,0,0,3,1,0,19,0,3,0,60,9,123,53,0,1,0
151,87,32,1017,28,2,73,15,4,12,2,15,971,312,47,5,4,11,14,1,0,0,3,41,49,34,3,114,0,4,82,41,66,30,23,90,104,57,0,1,29,13,152,0,257,5,19,2,172,14,7,12,48,831,232,7,214,29,1,8,4,12,2,0,6,53,1,29,12,5,14,0,0,1,2,31,6,4,17,36,33,0,246,1,1,1,14,16,3,412,1,48,0,0,116,4,2,25,0,54,16,196,32,69,8,8,29,0,8,0,16,1,106,82,133,27,0,2,7,5,32,20,1,37,72,5,4,5,0,21,1,4,11,49,2,165,0,72,10,0,69,10,1,0,3,27,52,8,0,12000,72
152,4,24,7,5,0,1,3,951,27,9,21,35,20,0,3,26,1,1,1,1,0,0,4,28,12,38,0,0,0,7,0,8,0,6,1,1,4,243,2,1,1,3,17,3,0,1,84,0,2,114,7,65,303,10,0,126,0,0,4,1,1,4,6,0,17,375,8,1,0,21,10,1,73,0,46,4,0,21,47,10,50,20,60,2,20,1,51,22,0,0,18,0,6,6,2,10,34,13,15,0,4,0,2,6,0,25,1,27,11,1,0,248,0,5,16,4,0,9,1,57,1,3,13,63,51,4,1,4,22,64,3,15,2,0,2,69,2,4,21,3,2,10,0,18,36,0,0,0,7,1
