,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
0,0,0,65,4,2,0,7,0,0,0,0,8,8,0,0,7,2,10,12,0,0,0,0,56,0,0,20,0,0,3,7,0,0,11,82,1,10,21,0,2,0,2,1,4,0,0,0,0,3,0,0,12,212,4,4,0,12,0,0,0,1,18,3,2,0,12,0,114,1,820,1,1,1,16,4,1,2,131,0,0,61,16,39,0,3,0,1,48,1,1,0,1,0,0,0,0,2,1,1,3,0,5,5,13,0,3,30,0,0,11,0,9,0,1,0,0,5,0,1,11,0,119,19,19,1,4,17,19,3,0,18,5,1,0,2,0,6,0,56,49,0,5,0,0,0,8,0,10,270,466
1,0,3,13,2,0,5075,10,9,0,4,0,0,0,0,17,3,664,10,3,2,0,7,0,45947,1,0,3418,13,0,2,0,177,15,1,0,0,1,1,2,0,140,2,0,11,1,0,0,2,0,234,0,0,3118,0,2,0,7,32,0,0,8,2,1,0,574,0,0,3,0,0,0,802,1,0,558,8,323,68,3,0,1391,4,9,0,12,2,1,3427,0,3,2,1,156,1,0,0,73,42,367,11,0,84,1093,0,1055,0,1,4,0,15,7,114,0,2,0,0,16,16,0,76,617,43,144,85,12,45,1,0,0,0,10,22,0,1,2,0,0,16,0,0,0,5,1,0,320,10,202,35,35,4602
2,0,2,9,4,0,1,0,1,0,0,0,3,1,5,0,7,0,64,0,25,1,6,0,2,0,0,2,0,0,0,13,215,0,7,0,2,1,4,10,0,0,0,1,1,2,0,2,0,0,0,0,0,42,2,4,0,2,0,6,3,1,152,1,0,64,3,0,4,1,5,0,0,254,0,0,0,28,2,0,0,291,0,79,0,0,3,1101,3,1,0,8,7,1,2,0,0,0,8,129,51,1,0,1,14,13,0,0,0,5,0,2,0,4,17,0,56,90,5,0,1,0,2,0,23,0,12,2,0,2,0,0,0,5,0,86,0,23,0,8,2,319,0,0,0,92,0,0,1,54,6
3,0,0,25,8,16,11,5,0,13,3,2,7,36,3,0,43,1,19,5,6,4,6,97,5,3,5,28,1,4,30,11,20,6,1,84,62,15,0,19,0,8,1,8,219,3,2,4,8,11,26,0,26,11,31,2,0,61,4,148,1,1,7,0,0,428,3,1,2,2,10,3,7,44,3,26,21,5,39,17,0,5,11,46,2,7,1,39,13,0,625,12,9,2,4,1,12,1,18,0,8,0,1,4,102,10,1,15,0,13,4,10,31,56,1,15,1,7,82,0,0,9,5,1,53,1,4,39,7,2,0,19,3,1,2,0,0,17,4,13,75,73,4,80,0,9,2,13,36,31,18
4,3,0,6,7,3,799,0,0,8,2,5,33,3,3,0,838,92,1,162,394,2457,167,41,132,4,0,0,0,0,123,0,42,0,0,0,7,0,2,2,0,0,0,0,1,28,1,1,0,8,0,0,8,33,0,0,0,0,0,0,0,1130,0,0,0,69,2,18,9,0,7,98,0,24,0,1,1993,88,106,0,0,0,1,11,0,165,0,1206,3,5,254,3,0,8386,3,1,45,3,5,0,2,1,0,2,0,1,2,346,0,3,8,3,1,15,288,0,0,64,3,0,1,0,2,82,14,0,1,1,0,0,2,2,107,0,0,0,0,6,0,11,0,19,10,0,0,0,3,6,0,4,2
5,1,1,2,5,0,0,1,0,5,0,0,2,2,2,2,1,2,0,8,6,23,0,10,2,41,0,5,1,0,5,1,45,0,0,71,8,0,0,18,0,0,1,4,2,3,0,0,2,2,25,0,0,9,0,4,0,3,0,2,2,33,72,0,13,4,15,0,0,1,6,0,89,1,7,32,1,1,2,0,0,1,2,1,0,5,0,0,0,0,1,3,2,36,252,0,1,0,3,0,2,0,0,0,7,0,0,152,2,0,14,0,17,13,2,1,0,7,11,0,0,1,3,4,34,0,0,9,19,2,0,0,2,0,0,0,1,9,1,1,0,10,34,0,0,0,1,2,2,0,37
6,3,6,35,3,7,1295,76,131,3,14,4,77,124,6,50,46,74,320,0,1,0,114,23,10,121,4,0,5,0,6,110,77,4,175,7,10,12,34,2,0,3,1,27,20,0,4,451,2,0,3,0,19,60,79,517,0,137,74,173,3,3,167,143,1,7,10,3,34,3,207,9,26,33,9,12,6,15,278,0,0,30,4,5,3,196,0,98,178,2,16,27,15,9,65,55,0,40,1,4,0,0,410,48,19,198,11,40,6,102,19,31,3,40,79,0,4,5,191,1,0,3,24,76,9,1,17,1889,714,10,0,11,6,49,17,2,0,33,31,6,4,585,14,0,1,31,10,264,184,60,43
7,0,19,60,0,22,6,15,19,90,2,8,153,3,2,20,142,8,26,3,29,201,0,21,9,1,5,39,3,3,41,22,524,3,5,51,22,66,388,3,0,1,10,63,0,13,0,87,16,1,7,0,486,560,2,42,0,3,44,44,2,13,94,0,1,12,5,27,37,65,14,0,14,4,3,10,270,43,2918,0,1,107,3,5,12,429,1,9,79,0,20,9,39,0,234,2,24,377,938,30,3,0,8,6,8,157,1,42,1,0,10,19,30,16,10,0,1,20,14,1,183,9,175,14,32,32,59,76,288,24,0,104,1,11,57,9,0,0,3,69,58,25,20,63,93,149,1,3,8,55,37
8,1,0,48,1,1,9,0,1,1,2,0,7,3,2,5,4,43,24,1,12,9,0,11,88,15,2,3,3,0,32,4,20,0,14,127,72,9,3,12,0,6,15,9,3,8,0,33,1,2,17,0,206,163,1,2,0,1,0,9,0,0,1,0,1,15,31,0,29,3,112,1,22,6,2,3,6,1,159,2,0,1,44,3,0,4,0,44,8,4,19,1,13,4,4,0,0,6,1,1,0,0,3,5,13,0,2,25,2,4,3,15,11,1,16,0,0,2,2,1,4,0,21,7,30,2,2,12,40,13,4,63,11,26,3,1,0,5,17,4,6,7,0,2,4,13,0,9,0,1,27
9,3,0,0,5,0,34,2,1,1149,3,1,147,8,0,2,0,56,226,0,0,0,0,0,44,433,12,2,2,32,17,1,8,27,1,42,0,10,43,194,0,0,51,170,3,1,2,2,0,2,2,0,2254,9,2,1790,0,26,0,0,1,3,0,15,4,167,3,0,109,0,1,5,209,43,66,25,60,1,77,0,0,7,22,27,5,3,7,3,7,8,0,43,25,1,0,1,2,23,18,10,71,0,5,14,44,6,0,259,4,0,4,77,1,33,26,0,4,9,33,3,0,5,556,14,20,0,0,43,23,0,2,53,6,10,3,0,0,59,1,27,366,42,84,3,7,3,1,6,4,0,65
