,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
195,0,0,0,1,0,0,0,0,0,0,0,105,8,0,0,7,0,0,0,0,0,0,9,0,0,11,1,0,0,10,1190,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,31,0,1687,0,0,0,2,0,0,0,0,5,2,0,411,0,0,26,0,1,684,0,0,1,0,1,0,0,14,0,0,7,6,12,0,3,0,31,0,0,0,0,18,0,0,3,13,0,3,5,0,0,372,0,1,0,81,0,0,0,0,0,1,0,0,3,0,2,0,1,0,0,0,15,0,0,0,0,0,0,405,0,4,0,14,0,0,0,3,0,0,272,6,2,0,4,0,4,0,0,2,1,0
196,0,2,0,29,1,450,151,0,2,0,2,0,2,1,2,112,0,3,0,0,0,0,0,0,1,10,18,2,0,5,13,27,0,0,1,0,0,7,1,77,297,0,8,0,11,1,0,14,1,0,14,16,0,1,36,0,0,0,0,0,27,23,6,0,9,0,3,22,0,1,1,5,1,18,0,19,0,182,1,0,0,0,29,2,2,1,0,1,9,3,214,0,40,13,6,0,0,0,0,1,0,35,173,6,4,70,1,38,113,1,3,1,12,0,14,34,5,2,0,0,0,5,54,1,0,1,0,0,0,48,4,2,0,24,134,7,152,6,9,81,0,3,0,154,0,6,0,1,2,0
197,2,14,0,3,0,4,2,0,116,0,0,6,2,0,0,22,55,6,1,1,0,0,656,0,187,34,0,84,10,1,0,0,0,0,0,5,35,0,0,0,10,1,204,0,46,5,17,1,3,205,0,42,2,0,0,6,5,87,3,1,15,4,0,11,104,0,0,214,0,0,885,2,22,0,0,3,0,21,0,3,1,0,0,1,11,0,1,0,1656,42,50,0,28,2,0,1,40,0,1,20,0,0,11034,94,1,1,0,10,9,3,18,0,241,1,520,82,3,1,4,0,0,9,19,3,0,4,0,2,0,0,6,0,3,0,11,4978,2,0,0,2,0,3,255,1,0,5,0,7,0,14
198,0,0,0,16,19,9,38,0,3,0,0,1,14,2,1,3,0,0,0,0,0,1,1,0,1,302,22,0,0,36,1,9,0,0,2,0,3,1,0,0,0,0,5,2,0,0,0,0,0,0,140,0,0,1,0,0,0,4,3,0,0,5,3,0,0,2,0,0,0,0,22,9,0,31,0,0,0,3,0,0,0,0,5,1,0,9,62,3,5,3,280,1,0,9,0,0,1,18,0,0,0,8,0,2,11,0,0,0,12,0,7,0,4,0,1,7,87,1,1,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,6,2,1,3,0,121,13,0,3,0,0,1,1,0,0,0
199,2,0,0,0,1,0,0,0,0,0,0,0,2,6,0,254,1,1,0,0,1,4,4,0,24,158,3,7,2,1,6,0,0,0,0,0,0,238,0,1,0,0,1,341,5,10,0,1,0,8,2,11,56,33,1,0,0,1,0,0,6,0,0,0,1,0,0,17,20,0,5,0,0,0,1,0,0,0,1,0,7,167,1,0,2,1,1,0,0,3,1,1,0,0,0,0,0,0,592,0,0,0,51,0,3,8,0,0,2,0,0,0,0,0,0,0,133,4,0,0,0,3034,234,0,0,0,0,2,0,0,2,0,16,1,0,0,1,0,2,8,0,0,4,0,0,1,0,0,0,1
200,3,2,0,10,0,35,4,0,0,0,0,7,1,0,22,2,0,6,2,1,25,0,1,0,2,12,11,3,6,1,0,0,0,0,0,3,1,0,0,1,2,0,7,1,1,0,8,1,0,1,170,0,0,0,17,0,5,0,0,0,0,45,589,5,34,0,12,4,1,0,0,0,0,0,0,0,0,76,87,1,0,0,5,1,0,1,1,0,0,2,2,0,3,37,0,0,0,0,2,2,0,3,2,4,22,7,0,1,3,1,1,0,0,0,3,34,12,1,3,0,0,647,0,3,0,0,97,0,0,1,74,0,2,0,1,4,35,6,7,2,1,0,0,0,4,18,0,0,1,0
201,0,1,0,0,0,15,0,0,1,8,0,1,7,0,2,0,0,0,2,14,0,0,0,1,58,16,0,4,2,8,1,0,0,0,7,0,0,0,3,1,3,0,1,0,7,3,0,6,1,49,7,1,0,8,7,0,3,0,0,1,87,1,9,0,308,0,0,8,0,0,4,2,0,2,0,2,8,7,0,143,0,1,1,0,0,3,0,1,0,3,70,2,3,3,0,0,5,20,158,0,0,2,1,1,0,0,0,1,0,21,0,0,2,16,2,2,7,12,2,0,5,9,30,3,0,0,1,0,0,2,24,2,0,1,10,0,4,0,1,5,0,0,0,1,6,0,0,7,0,0
202,0,1,0,0,1,1,7,0,1,1,1,3,18,3,2,17,0,2,1,0,0,3,2,0,0,76,3,1,0,0,3,0,0,0,1,0,2,5,2,2,5,0,1,4,0,7,0,3,2,0,2,0,0,4,16,4,1,0,0,0,0,15,13,48,0,0,9,16,0,1,1,3,0,0,0,0,2,1,2,1,2,4,28,0,3,2,0,5,8,0,13,1,10,0,0,0,1,0,2,6,0,0,0,12,0,21,0,1,3,1,0,0,2,0,18,2,3,6,2,0,4,1,6,0,0,1,10,55,0,1,0,26,0,0,19,2,0,0,4,2,2,2,19,2,16,0,0,2,1,1
203,10,217,2,2060,13,1,3427,0,28,1,0,2,1072,87,1303,3682,11,3,1,2,90,12,794,9,0,0,24,242,0,6455,0,1057,3,0,3,2,2,72,6,4,2,0,1533,26,101,142,0,5,5,12,0,1081,0,0,776,2,0,11,6,10,9,1269,2,1,101,0,0,5,0,58,1257,248,12,2,1,19,591,169,18,1548,152,4,668,12,7,0,3,308,9,7,2,0,4,49,2,0,5,0,16,0,1783,0,0,304,0,1392,0,9,197,0,1,91250,10,1,62,15,946,0,0,12,0,13,279,197,0,0,56739,83,9,264,455,1,0,528,26,6,291,1,5,3,9,983,480,4,8,13,0,5588,28,1981
204,0,52,0,45,0,1,0,5,0,0,0,715,4,5,0,16,17,0,4,0,82,1,8,8,0,20,99,6,80,0,2,3,0,0,7,0,3,0,3,8,54,0,0,1,0,6,0,42,0,6,24,0,0,1,7,0,1,0,0,40,19,36,0,5,32,0,5,10,5,0,4,0,16,1,1,9,0,36,0,19,0,1,0,1,0,2,1,4,0,12,5,1,5,1,0,25,6,0,11,2,0,4,9,32,7,92,1,6,1,0,1,1,1,0,0,31,18,37,5,0,0,5,3,1,10,0,0,8,0,2,14,0,0,0,1,1,2,1,0,58,1,0,1,0,0,2,0,0,1,3
205,18,1,0,14,3,0,55,0,6,1,230,77,2,273,1385,7,10,8,6,5,740,260,2,0,57,1,0,0,11,152,45,0,0,21,0,0,3,24,1,5,128,2,1,2,625,0,0,8,1,11,1,14,0,8,3,0,1,453,2,18,40,10,49,31,11,0,0,2877,0,1,12,4,771,11,0,452,243,12642,96,77,3,5,0,20,4,1478,4,205,1619,0,170,0,21,109,0,0,12,4,102,0,2,0,65,147,1,7,366,422,0,25,0,1,6,1,49,0,57,0,5,0,481,14,117,20,0,0,0,26,2,4,1,705,0,8,246,0,1,7,29,0,0,1,702,811,2,120,0,215,2,256
206,0,0,0,1,15,0,7,0,0,23,0,0,0,25,0,0,36,888,0,0,0,2,2,1,0,0,224,4,0,18,0,0,0,0,1,0,7,0,0,96,0,0,14,0,0,0,0,89,0,8,0,0,0,0,0,0,1,5,0,0,0,4,11,0,0,1,1,182,0,7,0,27,2,301,17,0,1,3,0,4475,12,0,0,2,19,0,0,0,0,0,0,1,1,0,25,2,0,0,0,4,0,107,7,0,10,1,0,1,0,1,89,180,0,0,0,0,279,0,0,0,0,2,2,0,0,2,0,4,0,0,4,0,0,0,0,37,31,256,0,83,0,0,235,1,0,29,0,35,0,85
207,0,52,0,2,5,201,4,0,4,7,8,12,71,1,55,1294,16,18,6,3,45,5,2,2,2,3,20,1,38,0,10,0,0,0,185,0,0,70,1,11,49,0,33,244,181,0,3,58,3,12,555,2,1,183,23,0,5,2,0,0,0,1,20,172,1,0,1,138,45,18,7,7,2,2,0,192,17,504,25,37,0,0,10,706,13,2,0,10,41,23,11,0,85,1,0,71,192,1,57,7,5,304,11,287,0,89,12,1209,21,0,0,2,0,7,2,16,336,15,30,1,13,293,12,7,8,0,1,1,6,13,123,14,2,0,33,0,6,2,4748,18,0,2,157,0,390,1,2,24,6,1
