,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
311,65,15,21,2,20,77,2,104,4,895,24,168,16,12,19,48,1,16,1,8,9,6,26,131,14,1,328,5,23,8,10,14,1,163,166,173,1,3,3,18,41,10,85,0,117,4,3,72,6,1,0,183,36,86,1,107,41,6,17,2,318,11,8,1,62,0,61,10,5,1,2,7,1,2,0,284,21,0,20,78,764,2,18,87,9,0,444,282,11,7,103,16,44,1914,68,25,26,62,39,53,416,228,19,8,0,426,311,130,100,2,44,4,32,5,2,23,101,48,5,99,1,39,66,16,125,97,3,0,335,14,0,179,18,50,26,6,17,4,41,16,1,40,0,1,5,4,6,0,5,2
312,7,15,9,0,32,21,0,0,8,1583,12,10,0,12,91,8,0,1,1191,1,0,31,0,1415,9,12,13,18,1,12,1,6,18,1,23,29,1200,86513,1374,4,2,190,6,0,413,2,7,1310,0,227,1,1094,0,16,0,0,0,39,16,116,34,0,0,0,3,1762,13,16,71559,0,1,0,1,0,0,31610,0,0,1776,0,257,1,0,38,21,1,189,118,1,7615,41,1,4,12,4,1,0,2,7,2,9,0,5,8,0,29,26,70,8,0,607,22,0,2,0,1,0,9732,19,29,454,24,44,0,845,46957,0,0,1,0,0,2,29,1,0,2020,162,3,0,367,0,15,0,15,5084,47,0,0,8,48
313,2,0,0,2,13,12,0,5,22,20,0,0,0,0,1,36,0,0,1,1,0,11,4,1,2,2,0,0,6,14,0,10,0,0,24,26,122,0,2,66,0,1,3,0,12,4,12,0,1,0,0,6,4,0,0,7,11,0,3,1,9,0,0,0,7,0,128,2,3,1,8,0,2,0,0,2,0,2,286,0,19,0,917,96,1,0,172,19,13,0,2,0,0,54,2,3,0,88,181,4,17,0,10,1,0,3,0,2,0,0,0,1,34,0,0,19,3,35,1,0,0,5,67,0,11,0,0,0,14,1,1,1,0,2,0,1,1,1,0,524,2,0,2,22,0,4,0,0,21,1
314,0,4,25,2,1,0,2,50,0,28,1,6,2,15,75,5,13,0,17,3,0,0,2,5,2,2,11,724,4,1,0,2,18,5,10,0,0,0,8,59,3343,702,1,3,0,1,0,0,0,0,1,9,887,9,5,409,0,4,174,4,0,0,2,0,0,1,0,17,6,1,0,0,5,74,0,17,16,8,0,2,6,0,20,8,12,3,31,56,0,73,259,33,11,0,15,0,0,407,13,14,4,5,1,0,3,1,2,292,424,3,1,886,271,30,0,35,0,4,123,0,1,4,15,1,0,103,0,3,1,2,3,5,8,3,1,2,0,0,50,48,57,93,0,0,1,4,119,0,0,220
315,49,0,233,2,4,158,12,58,10,93,107,36,2,0,29,15,55126,0,13,8,65,5,1,7,6,1,0,1,109,452,0,2,234,33,7,0,3,2,27,0,16,3,3,0,0,0,1,0,6,5,1,113,571,10,3,141,18,205,0,2,24,1,2,0,22,0,113,36,1,11,1,2,110,35,1,28,0,0,0,63,7,0,15,2,47,0,0,275,0,4,6642,6,1,0,10,1,0,1,124,1,2,6,1,29,15,152,6,0,23,4,957,8,0,42,3,0,21,3087,218,20,0,4,1,18,2581,0,2,0,7,94,2,192,79,5,10,40,42,1,206,93,8,7,0,3,1,1,10,0,92,22
316,1,5,0,135,7,0,0,482,0,2883,268,0,0,3039,2,423,708,0,7,1,0,0,0,0,1,140,971,2,0,388,55,9,28,0,2331,0,0,0,1352,0,175,174,2570,116454,0,0,0,108,6,182,0,0,1005,15,1582,151,0,256,0,0,15,7,0,2,8,0,265,51,1,0,9,3,103,98,7,3,4,17,0,17,1137,0,100,32,95,0,0,9,6,0,0,5,0,18,34,288,24,0,38,22,14318,562,5,0,60,3690,0,0,1522,3,11665,4165,29,3,1,3,357,1358,1,1,8,0,0,1437,16,466,234,2,0,1266,340,51,128,49417,3,2,1,0,0,15,3052,0,12,57,0,0,0,9,29,1
317,177,0,12,0,0,0,0,50,0,5,0,55747,3,2196,0,23,0,0,0,1,20,0,7,0,0,0,1,1,1,10,0,1,0,5,204,0,19,0,22,0,0,11,1,0,16,11,1,0,89,84,0,759,256,1,0,38,0,8,1310,2,2,0,0,0,0,41,0,6,0,0,5695,0,358,6666,39,0,1,0,0,0,0,0,0,5,0,0,14,12,2,12,162,0,4620,286,6,0,0,6,58,20209,7,2,92,180,8,3,0,0,3300,0,242,0,0,10,0,125,1,10,5,0,0,5,29,0,383,0,0,0,0,0,0,1,0,25,0,5,2,11,109,0,0,464,0,159,0,11,2,0,0,0
318,2,126,449,6,300,7,0,14,5,14,2,60,0,56,1871,23,2,1,1,10,13,8,45,1,29,14,4,0,2,8,2,2,0,0,104,65,0,5,18,55,42,1,2,0,238,0,0,60,0,0,9,1,534,0,50,0,88,0,0,5,1,10,211,0,0,1,0,0,5,148,0,42,608,1,82,2,9,0,1,21,0,0,15,2,4,0,9,483,3,3,328,1,1,24,1,83,3,115,18,33,7,16,16,9,9,19,1,35,4,0,19,0,425,1,13,33,1,0,331,7,0,148,531,382,1,4,0,0,0,998,26,10,3,0,14,251,183,3,28,0,0,3,5,247,6,722,3,0,45,7
319,1149,0,81,51,41,20,16,149,4,1043,20,12,6,0,96,466,113,47,1957,203,2,43,36968,146,1038,157,48,2,6,44,6,79,4,225,17,21064,74,7,10,6,13537,0,69,0,7994,231,5,98,7,8,2,12,11,23531,24,299,983,0,88,5,6,2,2,18,25,34,15,35,0,70,10,3,7436,575,30,49,31,248,0,3300,3,2,0,437,114,2,46,4560,17,62,5126,26,2353,33,31,1113,14,22,1,12,57,327,576,13,0,16,21,825,0,38,128,2,118,5,12,13,0,151,11,1,28,2502,28,17,5,8,6,20,45,18,169,7,3,3,227,14,75,2,356,0,0,12,0,12985,41,100,5,0,21922,37
320,68,2,111,0,105,46,1,7,48,66,5,2,8,191,135,87,44,1,8,14,3,2,7,62,75,0,15,11,1458,40,7,2,1,126,18,43,110,5,23,4,6,28,1346,1,185,4,0,6,27,0,50,74,200,17,9,21,19,10,81,24,935,0,0,2,398,8,2,1,9,77,0,0,14,142,377,18,52,1,2,95,9,20,345,11241,6,4,1562,38,2,67,12,50,1429,20,120,1396,0,5,1413,2,71,105,24,39,0,12,1,39,18,9,50,3,1905,328,0,16,2,57,22,4,2,184,58,8,17,765,0,0,4,4,6,8,86,43,2,1,286,7,27,3,34,10,2,0,14,110,143,3,6,100
