,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
0,87903,94755,106585,89615,111942,104613,104379,111722,98353,102798,86313,93524,105571,99520,103722,95757,90349,106022,112070,103077,118238,98391,110107,90485,103197,95589,105313,103678,103725,102983,91978,96860,100578,91830,98859,88447,101743,106723,101432,100919,117477,106372,107242,92893,98105,110912,108569,113503,102934,93151,94581,89156,99764,89980,106476,97884,93755,102877,86920,94194,111614,92138,103783,99022,107329,119539,87609,93755,100697,99401,90972,116435,97006,118807,105677,100872,97381,100965,100340,111548,108288,99079,88353,82365,101512,97379,107461,103276,73542,111993,94602,100601,97833,110050,104521,106539,120859,92565,114861,84138,110895,102785,113194,106459,101526,96609,94725,82895,86705,101884,95201,83495,113885,104730,96134,87217,89931,90937,98951,84932,94138,109328,104489,111462,82960,88134,89671,111715,98127,118812,103539,97551,111648,82760,119871,95490,76152,110539,94685,97161,107497,100145,103043,97702,113626,115312,99312,110546,91028,90112
1,101411,81860,117984,90651,99277,111489,76674,106181,112776,113956,99151,80120,89068,112838,114115,82613,103633,88850,107184,110113,114029,107873,98746,103812,102540,98054,102008,76427,105580,109667,106561,113154,103353,109211,98294,100854,97052,95421,114626,88956,108713,107587,116041,89408,86964,96435,108340,97014,96499,99389,94727,90858,106288,95378,91794,94084,106958,95963,112331,92524,102900,89044,101476,100592,89619,115561,101171,102202,111739,91650,90392,100601,85120,91126,99366,117841,95906,120382,101273,104749,109273,90318,97166,98721,99422,112914,103089,98197,96586,86893,102422,101333,94878,128010,99764,111449,99995,103771,118187,115067,114206,94957,111806,121130,94760,108053,88317,114520,92247,95339,98039,116749,85465,119805,96775,98839,97120,105719,99238,100661,101612,113663,94003,87942,95777,106026,90069,87946,117757,100938,110194,89256,95783,82889,93722,89152,110162,116314,78415,90859,90496,88679,93143,109258,121884,94635,87353,106725,102467,101762
2,115992,82980,85075,109376,96696,90847,88719,100456,115038,89012,91079,112985,124224,111589,121079,97069,103252,100403,102430,103561,87209,105871,111385,91153,92010,114997,97282,127576,107906,93293,82295,96089,102081,104356,103231,95217,98631,90020,94408,79138,112527,110723,99890,106270,108946,86225,108833,108276,86957,91389,95818,106666,89025,91455,98554,100485,101339,99601,86649,102001,83750,99505,99174,85550,105806,130334,108414,98593,122026,106793,107107,98589,106001,108152,93011,99686,103793,86189,109339,97294,90739,102253,102142,79524,90599,89538,78735,101305,98672,109013,110539,88005,102251,113853,88506,99462,106462,98423,98984,91986,84443,105610,95796,100558,90044,96394,91813,100362,94558,99735,103839,90340,106956,90681,106720,97534,109767,85274,102822,97942,88822,118769,104456,91468,110350,107580,89511,104785,92195,99850,96095,95296,106709,96722,107724,88399,87878,106746,110851,98864,100625,105187,88451,103259,109220,83979,90187,111807,91185,92467
3,122633,86599,102112,87573,106603,99568,85397,101832,104633,107661,114040,95631,106156,91085,84512,105138,92529,110490,87447,119281,101489,93791,88659,93857,74143,116438,99732,88727,91184,100078,106396,102509,89547,106385,90321,99318,121791,99619,82438,94314,108334,114752,87617,105447,109602,115397,101722,88263,89622,80490,96599,86533,100553,94623,91922,114713,94035,100409,98261,97461,106174,100070,98073,86795,99433,102853,97917,103363,105853,88563,104037,119379,106342,90189,104217,87065,101986,97515,98962,97177,103803,96316,89341,103768,91513,93274,114278,105053,109203,105311,108920,105052,91447,103944,104923,113121,89518,120244,97003,85104,89823,103563,97450,97970,100192,94653,99697,91134,92611,98700,102778,94721,92213,90455,82055,85642,106085,111027,102750,103631,115092,106442,92994,83898,108923,104767,86160,90694,107218,98543,103669,110936,110792,112415,96036,92056,99104,90162,102157,122903,83726,105326,94500,87438,100211,95693,109397,101413,99371,92991
4,104905,115534,116875,106922,83010,90192,111034,111225,84976,104900,98408,92308,94491,102202,82136,107103,101025,95099,92854,104109,110074,101728,95073,104457,108288,100721,100575,93888,100785,100701,98613,88153,76521,100761,103198,98194,99185,99228,91246,102991,109016,134634,84361,113819,100720,108637,102030,98166,94396,90656,99284,110218,98887,105970,92139,114204,97954,102884,92971,111633,91436,86874,108338,75707,112464,95809,94784,102585,113136,100373,93842,91870,100890,102950,98166,103527,111855,99745,101056,101163,103156,90135,114244,100387,98671,100191,98254,79623,108797,112532,101422,88017,87356,85804,108633,96304,107411,107838,122525,105417,96971,91857,126731,94240,95696,87037,98499,110899,105796,98111,92642,125760,101826,94344,103202,91666,109759,108996,112759,75658,93026,109280,99271,100209,101410,90298,102657,105364,106710,98878,104756,93972,92098,106989,112270,92789,108360,120114,118610,94906,107504,94716,89246,103525,108716,99204,89135,94377,92618,94242
5,105616,117564,94225,83983,96524,112638,73613,83526,110104,109782,114538,107564,91051,109334,107032,90164,96089,110199,90384,91783,99802,73287,92712,109549,100645,110141,97429,103206,98113,93827,109319,101977,90882,108411,101853,99269,99741,125548,81450,89854,95112,111502,104025,108708,87472,93128,104439,88414,86834,114432,104784,110450,92115,97860,83722,109163,106242,88942,103081,107494,92724,103844,111449,99378,89786,100483,88582,112221,93545,111739,101797,98923,116523,95861,118344,104156,91376,112332,88064,84446,95205,86650,76649,107885,113096,103366,91079,92768,93826,95180,111172,107739,99148,103921,112473,112142,97154,98328,103634,108427,112572,85171,92170,104241,103452,102917,91328,112627,90765,98245,115791,107520,98716,105890,102400,106089,106078,119843,94834,91970,95845,110633,107178,84705,114493,126599,92171,99134,98462,103512,95752,92245,102023,88043,98023,105248,105283,103082,99002,101849,91893,100775,81534,97011,87847,96701,104653,98755,114444,89507
6,95408,105212,94454,92629,104463,101484,109072,94416,98280,85838,113649,104887,85717,85589,88875,117561,122273,90138,100610,97194,104447,104210,105278,101586,93011,94740,84328,112516,97223,95106,89014,111784,106318,93699,94763,90541,121403,88629,99035,109170,82201,111651,98075,99763,97482,94867,87695,97744,95897,92131,101814,104614,90565,106360,105889,97916,99849,84747,88895,92629,97648,96666,98676,92010,100149,88954,91577,100978,109784,103540,107594,87994,94565,93366,94426,94885,97881,95732,117947,92447,104929,96130,116073,103805,105940,87515,94763,105580,102279,90361,95513,102221,76468,98904,116152,112568,89093,104483,114779,94448,100753,93017,103761,103462,104832,91247,105142,98990,104038,106680,99119,109951,89677,110169,101323,106857,102299,94621,102652,104785,94148,97218,83200,99230,101381,101662,90353,88067,102270,110325,89720,92514,95718,102586,89747,104452,86176,78662,88544,119311,91948,96406,98723,99727,100924,94739,84430,99889,100254,94263
7,100690,99138,85524,94494,95827,122665,100650,99758,99155,110254,97142,93819,90010,101450,92591,101744,100115,85966,106316,101640,100099,107755,98088,93954,101799,119381,111426,104454,95284,92248,108436,99325,91208,101761,103323,90189,95638,93556,107614,91358,101566,86731,85070,108856,102262,86022,112763,102501,73786,90854,92564,93898,90452,109936,79325,104211,106923,110626,114768,101697,100688,100400,92397,107677,110863,100858,93152,95449,114618,95026,86268,107850,101949,118067,89668,98202,102562,94055,101180,88437,98671,97664,106507,97979,113570,114230,108104,100102,96262,97827,100972,91894,100093,84702,96512,89944,111558,108064,104050,86686,95007,119783,79692,95798,94867,91475,100462,108812,105896,97103,92074,88477,103095,102251,90807,101614,110857,91961,114919,99296,120489,111931,95075,95350,99627,91825,106876,107561,63301,114035,104781,89492,90531,95780,107763,109247,82822,110181,80661,107885,105738,90376,104695,112503,100870,114088,115735,104726,102282,123934
8,90362,90980,96214,100006,108100,107181,93815,101116,90927,102898,95904,99599,88010,93814,85033,110770,111349,103792,85794,94325,97373,104702,90692,113240,96462,105416,97420,94559,94085,79652,109524,106051,86775,113919,97985,89495,111853,93840,112679,100499,107530,102057,97924,96587,86481,86638,86426,102257,110253,112518,104427,97910,84130,104208,91709,99632,104982,98364,88694,94110,120435,75294,100814,103489,114265,97968,89273,89870,101650,110449,84912,92237,100181,100070,87048,92600,115194,100188,96165,104063,94727,100190,103631,101466,108016,86507,104991,102284,93640,93190,94269,99369,106122,97730,83549,88722,93973,102380,80344,106759,111916,97715,103127,115234,96538,96717,107682,104775,106422,110880,102048,95636,92164,94409,98012,88776,101390,90681,111967,96483,96835,114609,121243,106365,91323,90059,93788,95887,90847,94278,110330,87470,104719,103583,107192,101406,89269,104945,104002,93769,111591,99822,106155,94605,94895,97988,77174,102864,112003,95899
9,94432,97650,89075,103705,89127,109712,94361,92241,93695,94492,107323,84615,69855,94436,86012,113967,84977,106834,108565,98677,106051,96813,98737,88698,103919,94691,106477,113949,98263,100388,90945,89886,96192,92604,110814,99721,92693,97805,101832,111500,96339,90151,76016,103219,92104,97525,90211,77496,86024,96985,93309,86529,106887,102291,111516,100985,114539,85033,93378,104245,82458,88243,85756,104888,95809,97513,96953,113067,88488,99971,106519,89869,97139,112115,117960,111055,109512,109587,97273,95343,96735,117902,95165,93630,93284,93533,93540,88996,101090,71645,95367,93388,104558,97662,107087,108926,103770,95413,100697,96338,90764,98423,110473,92698,102842,99745,110979,106318,107896,111787,97466,110562,94139,98396,119244,98283,101087,98189,88419,88489,95308,97465,89164,100561,105586,103459,105238,102932,97142,100081,96405,99460,104602,91493,99450,111700,122132,80839,98537,109459,96111,107339,96688,71624,91053,100355,101640,86169,96270,109251
10,97956,117643,114872,104378,116884,95432,112014,99140,96349,102988,118230,100603,97883,99466,86068,103172,98497,108572,107054,95129,94028,107853,101593,120246,114838,91759,100438,103501,98468,105307,92366,104001,106844,90522,108548,85671,103340,116578,89373,85815,87381,90355,107623,97721,110264,106319,100867,101981,109711,127743,91290,94752,90793,103933,101394,95745,111100,93605,106943,89368,101122,120157,99816,100413,122588,101476,97340,115632,120850,104356,96915,91506,106959,105189,94224,99499,95966,80158,97062,100789,100702,92678,98809,96848,100720,104465,103350,109558,107989,101413,107286,99613,97895,91872,92661,101337,108417,119761,92412,95185,99244,109399,111376,111936,103108,97818,98775,99093,93511,107788,93320,95857,98097,112188,65761,95699,85937,109587,74527,118911,104427,113927,78669,97364,105443,104321,89915,85289,103410,102524,101573,87599,107163,102580,96217,88177,95979,103869,90843,114721,84336,94462,102182,87215,87514,110555,96592,109421,94579,80882
11,95471,103454,97325,111729,116925,88638,108502,102741,111709,108928,103894,108306,94719,108595,102622,100154,116548,102983,93973,98967,111552,110786,100744,87778,94336,84381,98016,93695,88629,101993,109865,97480,97140,116427,94764,100154,113277,105728,109305,100909,87967,106600,93768,103862,84094,126398,103614,104916,119551,102415,98278,109225,82251,118913,103037,101952,99344,105295,124728,84104,102106,115867,120440,90173,101910,97331,103334,105226,81790,104540,110563,101878,104484,97875,101653,98416,95266,100403,106424,103685,96416,88490,100773,113619,92295,107250,101798,84021,95495,97577,97975,88994,88330,101687,118948,108189,103861,115364,94163,104636,104761,114086,97458,103523,78887,91237,106040,108942,114894,91194,108980,111057,103814,90819,95083,93115,90310,110942,105209,111460,124795,99454,71700,102538,97464,108177,98765,107973,87691,103488,108435,93808,93857,86791,94866,99409,106390,110548,108860,87069,79607,93789,123202,97204,84750,110320,98563,93118,83750,101203
12,101045,107973,107937,109014,110957,105610,112270,89266,97070,97819,98842,91222,93558,110156,107221,101832,94274,115120,101257,109518,103986,96274,116852,102193,116850,112445,90766,109553,85817,74897,112684,105759,94294,112595,113307,90625,114590,104773,106227,97809,114785,89556,100393,115777,108166,102116,86406,85332,100651,105467,130857,94824,117513,101353,123797,100961,99946,94279,104492,101084,106509,103801,106269,85291,99227,109186,95775,99619,100154,106813,99201,111675,105409,93768,97166,90936,92533,93559,99645,97154,110973,93072,93641,129597,102839,104565,78359,108334,101500,106227,111136,89550,106438,98115,111429,92952,92428,101565,101359,105832,95736,102616,88660,104581,115122,106470,95346,117657,107589,106250,80503,99463,85213,107215,104598,103147,90180,91774,102690,108069,107533,112048,105518,103127,114364,105527,94065,69838,113739,100869,98862,89288,96717,105825,100813,97969,100048,78622,111154,105072,118165,115635,80011,111970,115929,103392,91281,98415,85657,101506
13,86210,98577,97583,102736,104101,84762,114606,86927,117471,78292,102323,91641,89737,113519,103887,100016,108364,91653,108341,103395,92990,108358,89940,88484,116492,109757,99816,103434,98975,103105,119550,82100,100524,91501,99194,101068,97243,112505,115069,110974,89335,109945,115012,99292,93806,105551,96984,92732,107711,91840,121541,120006,96179,99085,113926,96385,104572,113515,106931,91000,101682,106429,85494,87041,116772,100088,97452,119523,84597,103382,90590,104429,101695,109631,83687,82275,89940,102118,97596,118990,90259,87357,92305,89326,105474,115695,96173,100088,104774,89199,80561,102196,101613,104478,104900,80055,110226,134490,104027,95035,101803,101716,86426,100399,108547,92178,96832,103136,105652,95660,111401,83138,102400,89444,84808,95635,95835,98230,91941,84104,107803,99365,97756,107386,90927,111880,114260,99066,103575,105504,108034,103346,89165,110238,101605,89111,85968,101525,97636,77865,98368,93325,100571,115890,112124,95537,102901,99252,99621,115230
14,108899,92474,97604,100580,88821,104259,103284,120216,125761,109240,93925,93469,78773,101128,95312,117833,114022,90196,105904,103123,110949,90683,107194,118430,108959,104657,95055,111328,105500,86472,92424,101097,96849,115302,90455,97511,88345,89554,107105,95244,105458,92157,93222,83474,100285,110758,81355,92001,104683,87879,88702,101870,97216,88747,91545,106915,94755,113845,96031,87965,101668,98574,79998,89907,109238,89184,80923,80673,110401,92957,106214,115764,95426,98493,106553,99533,91963,99972,90542,109747,98774,100762,101860,83310,103179,115122,93614,95253,101498,89528,103633,88102,95183,101293,104508,94399,103206,112868,104383,92114,94072,91192,109051,99054,100276,110250,94297,104703,107025,89237,92272,104282,90772,90706,100441,99431,110509,104548,88732,103469,117401,102971,89594,97514,95890,103220,116805,103284,107859,100638,99758,121037,100926,95090,89019,93525,120636,107226,113587,87737,90699,97032,104697,92890,98222,96704,95043,97781,105320,92680
