,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149
0,97115,96749,95903,97531,106426,106170,81250,89556,87669,104609,107173,107283,95724,87681,95931,101824,109700,92636,115635,98741,79331,90342,94743,90653,89360,106768,108066,112527,113820,95671,120333,92648,117046,102633,102177,87111,98437,101968,94745,103897,97173,100482,100679,100383,96797,91491,120586,103843,96590,119912,103515,114534,94115,121278,94171,97100,103092,99733,88768,92242,88253,82226,94442,104887,79423,89739,88925,117086,105401,94679,85927,96834,102184,95095,102495,112422,109094,98802,96719,110092,105053,122943,75127,75817,95416,89574,101844,107969,104972,93319,113937,106355,106983,105952,100101,112589,132300,88507,87533,82114,107995,100336,95786,106703,112868,111075,109122,109418,91359,107683,99735,109087,81408,122704,120878,90707,115022,96056,116840,90590,100679,85148,104107,90518,91112,87587,109093,110585,99409,99979,99515,104070,93825,95614,85987,111530,88856,87868,96268,98424,101862,101879,107383,110793,112650,108613,102651,94227,95067,83087
1,105247,113758,108271,107013,96110,76537,102214,114543,78116,108067,103224,84557,111804,95911,84241,95481,120948,102314,110640,85762,108404,105426,91016,101740,104532,96344,110085,98201,106703,103673,96109,112686,104167,107003,91458,111251,101902,95095,99339,78385,99635,104997,112773,98081,104335,91866,109000,96203,82137,112907,83702,86246,99773,105946,105230,93683,113944,96284,95827,88565,92006,98279,102142,92278,83608,107705,117971,101775,80730,101068,106771,102833,79702,120574,98521,102555,79409,84309,105106,87781,121302,101600,89903,102674,88566,99327,107821,85785,105185,94718,98288,82366,101436,99592,95392,99427,104425,101655,104836,90744,113891,95724,90390,80738,105940,88547,95570,89181,98232,93132,98432,101857,100523,84959,88345,107392,98878,104008,99158,90883,111400,111211,103957,100216,92447,101002,116536,100292,94731,107022,117671,91493,89528,98662,84753,106404,97812,95195,85922,91038,90165,99239,87210,105279,105815,102530,91094,90403,116524,104040
2,90784,92635,95047,98278,88519,93159,93300,111410,110902,115125,105503,116216,91700,101966,102521,93479,92403,117266,103537,100586,112743,94157,96295,98412,94412,109433,93026,99356,111635,91854,105590,92517,91824,108030,107552,97775,99179,93534,96871,101197,87365,114142,100870,106688,95166,94570,109170,93126,104874,99194,121117,98433,104107,101895,77001,106350,106450,93865,96098,100083,86623,84514,91791,113893,98642,84944,91595,98329,111795,90556,97189,87750,99831,100364,104527,106329,108409,112086,102477,95101,109598,93066,95570,94661,117442,107223,99392,100756,93626,89345,90101,100393,87119,96984,98928,99104,97444,112222,95970,102815,79388,114078,103390,106067,92694,103067,97653,113713,108458,101919,97555,88831,88574,75377,111405,96265,111963,118152,110963,102970,127274,98960,104240,114714,101520,89280,111666,101872,97580,96888,94489,93275,91806,104009,107319,94123,88994,96965,112326,103251,103662,105783,112128,79180,87542,111339,96627,105807,103752,95574
3,95649,93013,90077,96748,89495,88312,81262,116362,95163,84644,96795,123855,97642,92275,87547,96678,116086,81514,99405,122141,108334,90549,107265,107749,119546,118749,123365,79608,95112,91623,108244,107950,85408,99908,105894,77616,114491,102203,85258,82708,97470,106909,104591,102342,93931,98851,113730,90302,97275,86930,111205,76498,91794,105911,93647,82642,94897,107184,99011,95945,98948,80309,111962,106220,88804,113850,109449,82913,91539,93431,101791,93972,95696,97710,109478,107775,100793,95564,82081,109377,129362,104699,94645,91670,104368,111891,72546,113615,95720,86264,96136,103223,93914,84887,123557,103566,95275,126280,109888,100075,93848,92949,112644,100085,88689,108943,94102,112439,101481,111492,97629,90733,105850,79372,103340,107328,100651,86614,85926,107575,89544,99661,114271,90441,89630,96431,87921,113351,94019,78989,113127,113670,107630,114939,88210,90458,110024,94463,107562,88010,106762,83808,120111,100287,91766,85834,98794,96732,91541,83480
4,111124,92650,101883,105793,97834,117423,108803,78668,95304,101792,97027,110284,99275,106691,102724,115113,114281,121752,108569,114273,103670,79461,110972,83598,75341,107923,101235,96946,116480,110135,110661,108655,90112,98567,82728,100660,92935,108055,112280,101346,82201,107744,90623,103686,100550,98696,108771,97155,90326,89925,101187,93550,81805,104964,106042,100635,92131,114846,104526,113415,93126,94629,81636,101236,68018,97454,100610,96484,84492,94759,106199,105448,107326,98485,97684,78470,102440,107760,88152,86793,105034,105383,112936,96833,115173,84482,84526,89465,104779,94053,114856,104563,97431,111513,113733,110197,111406,110715,86925,87809,113515,104470,90427,100320,101561,85350,110244,98806,102932,85792,100590,103223,105380,107522,101914,93559,94561,101400,96848,101811,96554,116812,120090,105313,99056,104274,97473,97435,108090,105613,100186,92621,108396,86303,78005,107791,98194,94511,97795,84679,83661,121901,104577,99690,95878,93772,98658,85004,87759,95103
5,95940,99469,103714,99060,116097,103312,106604,87100,78752,93174,103286,86056,102871,78854,111429,102338,93932,97429,99971,90834,105209,119458,112973,109981,93400,89665,109797,99374,102494,113625,102999,97277,93193,99360,104769,85262,92706,115461,97661,118492,97154,102388,98165,100869,111174,116940,98563,94777,96440,102263,117365,94328,104697,86054,117503,88337,111434,104933,100891,93075,109063,93573,105006,79547,100813,111464,108896,101027,90592,102368,101759,123843,98086,93844,90567,91510,96233,86005,94552,86468,99779,102154,101931,106020,103430,91743,102353,107620,97792,116589,90744,103801,97192,93952,85177,95315,99980,118948,104900,98735,101920,97233,101872,100713,100994,88024,85410,102921,100061,108461,90427,92491,87039,89930,113051,107427,91869,97934,108433,89851,98508,114633,92045,89164,112560,89542,100614,89694,102788,112933,103363,100124,91841,106311,87921,98850,109782,99808,106183,109271,100977,105602,94306,88937,94219,95034,79907,95141,87760,79276
6,107695,92639,106292,101459,109110,109303,99063,98413,94931,95285,106064,105991,82484,96567,104891,100795,112595,118162,98840,111706,115293,97447,96392,93749,97341,100389,87496,104021,88302,92162,109026,107043,98034,105489,94706,107355,98121,111067,81638,102824,88153,91600,106916,92868,90282,112848,91776,111061,109866,94571,80094,106637,117935,100173,106506,96984,106400,94231,102166,98773,95024,102793,115622,93510,98481,107828,98027,97383,101743,91469,109807,106050,88518,115283,94395,117538,85686,107709,106468,82393,75388,95301,86576,104572,89718,98453,103482,120106,107952,108967,107733,96010,99045,97422,92954,92003,97058,96641,122324,97515,96382,89390,98624,93805,101717,100748,79220,96885,110811,108169,88061,105914,120489,112792,99505,91275,96221,104105,90200,87142,92758,102385,105664,90351,97914,91224,110365,98890,99868,98323,108780,91697,106790,115834,97553,120233,102516,112605,101674,102953,97852,95828,96192,110966,107075,95713,97727,97870,99151,95357
7,102161,119446,113725,114498,106767,92762,106723,101077,107925,91112,96947,91081,106136,89854,113712,102822,96747,102031,89706,100113,106751,102373,96339,104120,100739,83511,104192,106822,107210,74207,105187,96262,97953,120587,85509,98132,105008,104306,107724,79658,115536,124159,101551,107822,99862,112019,120097,93333,96390,99304,103652,106080,96041,93834,104141,90837,90362,108609,97218,108144,98609,98429,108945,105915,91970,117350,115252,115068,106386,93225,90215,88319,112536,110772,103748,103397,86913,89889,93437,94451,108371,99556,95352,102613,115565,92115,102848,109245,101285,100382,89475,106021,93362,82251,91995,100264,105604,82522,92845,122851,104938,97700,109520,99181,102981,102024,95383,103799,99248,86835,106779,97449,96756,100189,103775,86872,106438,97110,105632,104839,69800,100306,102201,95139,97558,94470,94151,112257,91846,105466,94963,110652,101896,91019,99383,118046,103429,107046,100803,102339,103500,100664,90864,112634,116882,79048,116075,87864,111713,114766
8,117031,107519,104593,101793,89768,104986,96293,94049,101938,87762,81593,100877,106699,105258,101368,98107,104691,107043,86921,89964,96945,105288,80501,118458,93018,103881,103336,89174,90916,94876,95613,100932,110885,116568,103758,106052,95190,108679,106792,95497,109889,100589,100055,103317,105864,86380,99407,101036,88971,108564,111304,113644,98482,113049,93071,94193,82346,102379,95158,105248,81932,110791,98618,113675,80788,106477,91098,97418,85306,112780,125919,113677,87681,95196,107346,99061,95107,102757,110740,114402,95378,94883,99978,100716,105306,94364,99980,93563,103273,121546,101834,100798,89127,92844,95741,87981,98453,83967,116078,88921,100621,92227,110074,109241,101909,101790,86584,106227,81320,90559,90508,89515,100303,115647,99013,99777,82445,98358,106104,105942,97399,114913,108788,96213,82968,83825,103305,100658,103377,121429,118033,88460,95518,100822,105520,79445,102824,96107,105913,94523,116161,91539,118576,93409,102999,94672,90621,104020,95509,78055
9,91790,90269,94276,102263,85764,88677,102679,105943,94065,119413,113961,95625,103039,98657,99892,98323,97049,89540,121556,103546,106787,85372,99220,101633,97018,120234,105663,110331,92481,92013,101311,86640,103994,102710,93492,98142,93698,129677,93037,97506,100153,97948,82057,107394,104331,85190,95538,118302,96832,93177,108048,117865,122287,101010,104870,106046,94333,87282,107797,108917,95469,107789,102948,100488,94871,124743,120626,93491,90983,108886,83731,91487,93101,80348,90710,98908,84512,100800,91484,102947,117502,96235,104777,107035,82249,96955,119143,103198,93819,101277,112013,95546,89955,98424,97498,90906,92507,112835,106599,104863,107844,115710,111391,93959,107216,100760,116705,97570,97550,98036,106874,117248,98429,84372,91833,105473,105327,84486,101467,97249,96904,106266,106381,101522,93086,106506,90891,107552,108590,95949,93941,102367,106387,77000,90620,102447,129524,88700,88572,92080,94512,92088,103639,107475,110665,105794,96256,107682,122956,98400
